Name,Importance,Deadline,Main Tag,Status,Public / Private,생성일,다음 작업,이전 작업
유니티 typewriter effect 만들기,⭐⭐⭐⭐,"January 3, 2023",☃️Personal,In progress (slow),☃️Public,"January 2, 2023 12:10 AM",,
