발표일자,주제,발표자료,발표자,비고
"March 23, 2023",Paper 2주차: Introduction to Transformers,Paper%20dfc798086b1f473ca4468684a5e3b421/2%25EC%25A3%25BC%25EC%25B0%25A8_Introduction_to_Transformers.pdf,LeeJimyeong,
"March 30, 2023",,,,
